Date,Positive Case Count,DOW,New Cases,Cases Last 14 Days,Population,"Cases Per 100,000","Cases Last 14 Days Per 100,000",Location,County,Total Deaths,LTCF Deaths,Non-LTCF Deaths
2021-02-13,1791,5,2.0,73.0,"83,118","2,154.8",87.8,San Ramon,Contra Costa,12.0,5.0,7.0
2021-02-14,1796,6,5.0,72.0,"83,118","2,160.8",86.6,San Ramon,Contra Costa,12.0,5.0,7.0
2021-02-15,1799,0,3.0,63.0,"83,118","2,164.4",75.8,San Ramon,Contra Costa,12.0,5.0,7.0
2021-02-16,1809,1,10.0,61.0,"83,118","2,176.4",73.4,San Ramon,Contra Costa,12.0,5.0,7.0
2021-02-17,1811,2,2.0,59.0,"83,118","2,178.8",71.0,San Ramon,Contra Costa,13.0,5.0,8.0
2021-02-19,1814,4,3.0,55.0,"83,118","2,182.4",66.2,San Ramon,Contra Costa,14.0,5.0,9.0
2021-02-20,1816,5,2.0,54.0,"83,118","2,184.8",65.0,San Ramon,Contra Costa,14.0,5.0,9.0
2021-02-21,1830,6,14.0,56.0,"83,118","2,201.7",67.4,San Ramon,Contra Costa,14.0,5.0,9.0
2021-02-22,1830,0,0.0,58.0,"83,118","2,201.7",69.8,San Ramon,Contra Costa,14.0,5.0,9.0
2021-02-23,1833,1,3.0,57.0,"83,118","2,205.3",68.6,San Ramon,Contra Costa,14.0,5.0,9.0
2021-02-24,1831,2,-2.0,57.0,"83,118","2,202.9",68.6,San Ramon,Contra Costa,14.0,5.0,9.0
2021-02-25,1841,3,10.0,63.0,"83,118","2,214.9",75.8,San Ramon,Contra Costa,15.0,5.0,10.0
2021-02-26,1849,4,8.0,63.0,"83,118","2,224.5",75.8,San Ramon,Contra Costa,15.0,5.0,10.0
2021-02-27,1852,5,3.0,61.0,"83,118","2,228.2",73.4,San Ramon,Contra Costa,15.0,5.0,10.0
2021-02-28,1857,6,5.0,63.0,"83,118","2,234.2",75.8,San Ramon,Contra Costa,15.0,5.0,10.0
2021-03-01,1860,0,3.0,60.0,"83,118","2,237.8",72.2,San Ramon,Contra Costa,15.0,5.0,10.0
2021-03-02,1868,1,8.0,57.0,"83,118","2,247.4",68.6,San Ramon,Contra Costa,16.0,6.0,10.0
2021-03-03,1868,2,0.0,61.0,"83,118","2,247.4",73.4,San Ramon,Contra Costa,16.0,6.0,10.0
2021-03-04,1871,3,3.0,61.0,"83,118","2,251.0",73.4,San Ramon,Contra Costa,16.0,6.0,10.0
2021-03-05,1881,4,10.0,60.0,"83,118","2,263.0",72.2,San Ramon,Contra Costa,16.0,6.0,10.0
2021-03-06,1883,5,2.0,60.0,"83,118","2,265.5",72.2,San Ramon,Contra Costa,16.0,6.0,10.0
2021-03-07,1884,6,1.0,58.0,"83,118","2,266.7",69.8,San Ramon,Contra Costa,16.0,6.0,10.0
2021-03-08,1886,0,2.0,53.0,"83,118","2,269.1",63.8,San Ramon,Contra Costa,16.0,6.0,10.0
2021-03-09,1889,1,3.0,56.0,"83,118","2,272.7",67.4,San Ramon,Contra Costa,17.0,7.0,10.0
2021-03-10,1893,2,4.0,54.0,"83,118","2,277.5",65.0,San Ramon,Contra Costa,17.0,7.0,10.0
2021-03-11,1897,3,4.0,52.0,"83,118","2,282.3",62.6,San Ramon,Contra Costa,17.0,7.0,10.0
2021-03-12,1897,4,0.0,52.0,"83,118","2,282.3",62.6,San Ramon,Contra Costa,17.0,7.0,10.0
2021-03-13,1907,5,10.0,56.0,"83,118","2,294.3",67.4,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-14,1908,6,1.0,55.0,"83,118","2,295.5",66.2,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-15,1910,0,2.0,56.0,"83,118","2,297.9",67.4,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-16,1913,1,3.0,59.0,"83,118","2,301.5",71.0,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-17,1916,2,3.0,54.0,"83,118","2,305.2",65.0,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-18,1925,3,9.0,53.0,"83,118","2,316.0",63.8,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-19,1927,4,2.0,48.0,"83,118","2,318.4",57.7,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-20,1930,5,3.0,47.0,"83,118","2,322.0",56.5,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-21,1932,6,2.0,47.0,"83,118","2,324.4",56.5,San Ramon,Contra Costa,18.0,7.0,11.0
2021-03-22,1932,0,0.0,49.0,"83,118","2,324.4",59.0,San Ramon,Contra Costa,19.0,8.0,11.0
2021-03-23,1933,1,1.0,48.0,"83,118","2,325.6",57.7,San Ramon,Contra Costa,19.0,8.0,11.0
2021-03-24,1942,2,9.0,48.0,"83,118","2,336.4",57.7,San Ramon,Contra Costa,19.0,8.0,11.0
2021-03-25,1943,3,1.0,45.0,"83,118","2,337.6",54.1,San Ramon,Contra Costa,20.0,8.0,12.0
2021-03-26,1946,4,3.0,45.0,"83,118","2,341.2",54.1,San Ramon,Contra Costa,20.0,8.0,12.0
2021-03-27,1947,5,1.0,41.0,"83,118","2,342.5",49.3,San Ramon,Contra Costa,20.0,8.0,12.0
2021-03-28,1951,6,,42.0,"84,015","2,322.2",50.0,San Ramon,Contra Costa,20.0,8.0,12.0
2021-03-30,1955,1,4.0,39.0,"84,015","2,327.0",46.4,San Ramon,Contra Costa,20.0,8.0,12.0
2021-03-31,1961,2,6.0,39.0,"84,015","2,334.1",46.4,San Ramon,Contra Costa,20.0,8.0,12.0
2021-04-01,1974,3,13.0,37.0,"84,015","2,349.6",44.0,San Ramon,Contra Costa,20.0,8.0,12.0
2021-04-02,1975,4,1.0,38.0,"84,015","2,350.8",45.2,San Ramon,Contra Costa,20.0,8.0,12.0
2021-04-03,1977,5,2.0,38.0,"84,015","2,353.2",45.2,San Ramon,Contra Costa,20.0,8.0,12.0
2021-04-04,1979,6,2.0,36.0,"84,015","2,355.5",42.8,San Ramon,Contra Costa,20.0,8.0,12.0
2021-04-05,1979,0,0.0,36.0,"84,015","2,355.5",42.8,San Ramon,Contra Costa,20.0,8.0,12.0
2021-04-06,1984,1,5.0,39.0,"84,015","2,361.5",46.4,San Ramon,Contra Costa,20.0,8.0,12.0
2021-04-07,1991,2,7.0,40.0,"84,015","2,369.8",47.6,San Ramon,Contra Costa,20.0,8.0,12.0
2021-04-08,1995,3,4.0,41.0,"84,015","2,374.6",48.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-10,1996,5,1.0,38.0,"84,015","2,375.8",45.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-11,1997,6,1.0,37.0,"84,015","2,377.0",44.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-12,2001,0,4.0,43.0,"84,015","2,381.7",51.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-13,2006,1,5.0,43.0,"84,015","2,387.7",51.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-14,2006,2,0.0,43.0,"84,015","2,387.7",51.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-15,2008,3,2.0,42.0,"84,015","2,390.0",50.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-16,2011,4,3.0,41.0,"84,015","2,393.6",48.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-17,2016,5,5.0,40.0,"84,015","2,399.6",47.6,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-18,2017,6,1.0,42.0,"84,015","2,400.8",50.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-19,2019,0,2.0,40.0,"84,015","2,403.1",47.6,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-20,2022,1,3.0,35.0,"84,015","2,406.7",41.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-21,2024,2,2.0,35.0,"84,015","2,409.1",41.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-22,2029,3,5.0,33.0,"84,015","2,415.0",39.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-23,2034,4,5.0,35.0,"84,015","2,421.0",41.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-24,2041,5,7.0,35.0,"84,015","2,429.3",41.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-25,2048,6,7.0,37.0,"84,015","2,437.7",44.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-26,2050,0,2.0,36.0,"84,015","2,440.0",42.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-28,2054,2,4.0,41.0,"84,015","2,444.8",48.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-29,2057,3,3.0,46.0,"84,015","2,448.4",54.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-04-30,2062,4,5.0,51.0,"84,015","2,454.3",60.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-01,2066,5,4.0,53.0,"84,015","2,459.1",63.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-02,2067,6,1.0,51.0,"84,015","2,460.3",60.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-03,2070,0,3.0,50.0,"84,015","2,463.8",59.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-04,2079,1,9.0,49.0,"84,015","2,474.6",58.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-05,2083,2,4.0,51.0,"84,015","2,479.3",60.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-06,2084,3,1.0,51.0,"84,015","2,480.5",60.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-07,2088,4,4.0,51.0,"84,015","2,485.3",60.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-08,2095,5,7.0,51.0,"84,015","2,493.6",60.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-09,2097,6,2.0,54.0,"84,015","2,496.0",64.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-12,2098,2,1.0,57.0,"84,015","2,497.2",67.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-13,2108,3,10.0,50.0,"84,015","2,509.1",59.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-14,2108,4,0.0,48.0,"84,015","2,509.1",57.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-16,2108,6,0.0,48.0,"84,015","2,509.1",57.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-17,2109,0,1.0,48.0,"84,015","2,510.3",57.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-19,2117,2,8.0,50.0,"84,015","2,519.8",59.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-20,2117,3,0.0,48.0,"84,015","2,519.8",57.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-22,2122,5,5.0,43.0,"84,015","2,525.7",51.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-23,2122,6,0.0,38.0,"84,015","2,525.7",45.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-24,2122,0,0.0,33.0,"84,015","2,525.7",39.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-26,2124,2,2.0,29.0,"84,015","2,528.1",34.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-27,2125,3,1.0,28.0,"84,015","2,529.3",33.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-28,2126,4,1.0,25.0,"84,015","2,530.5",29.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-30,2126,6,0.0,22.0,"84,015","2,530.5",26.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-05-31,2126,0,0.0,19.0,"84,015","2,530.5",22.6,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-01,2132,1,6.0,17.0,"84,015","2,537.6",20.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-03,2137,3,5.0,15.0,"84,015","2,543.6",17.9,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-04,2137,4,0.0,16.0,"84,015","2,543.6",19.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-06,2138,6,1.0,20.0,"84,015","2,544.8",23.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-07,2139,0,1.0,16.0,"84,015","2,546.0",19.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-08,2139,1,0.0,17.0,"84,015","2,546.0",20.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-09,2145,2,6.0,18.0,"84,015","2,553.1",21.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-10,2145,3,0.0,18.0,"84,015","2,553.1",21.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-11,2147,4,2.0,15.0,"84,015","2,555.5",17.9,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-12,2147,5,0.0,14.0,"84,015","2,555.5",16.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-13,2148,6,1.0,14.0,"84,015","2,556.7",16.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-15,2148,1,0.0,18.0,"84,015","2,556.7",21.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-16,2148,2,0.0,17.0,"84,015","2,556.7",20.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-17,2148,3,0.0,17.0,"84,015","2,556.7",20.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-18,2150,4,2.0,16.0,"84,015","2,559.1",19.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-19,2151,5,1.0,13.0,"84,015","2,560.3",15.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-20,2152,6,1.0,12.0,"84,015","2,561.4",14.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-21,2152,0,0.0,12.0,"84,015","2,561.4",14.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-22,2152,1,0.0,12.0,"84,015","2,561.4",14.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-23,2153,2,1.0,9.0,"84,015","2,562.6",10.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-24,2153,3,0.0,11.0,"84,015","2,562.6",13.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-25,2154,4,1.0,11.0,"84,015","2,563.8",13.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-26,2161,5,7.0,10.0,"84,015","2,572.2",11.9,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-27,2161,6,0.0,10.0,"84,015","2,572.2",11.9,San Ramon,Contra Costa,21.0,8.0,13.0
2021-06-28,2162,0,1.0,12.0,"84,015","2,573.3",14.3,San Ramon,Contra Costa,21.0,5.0,16.0
2021-06-29,2164,1,2.0,7.0,"84,015","2,575.7",8.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-01,2165,3,1.0,9.0,"84,015","2,576.9",10.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-03,2170,5,5.0,13.0,"84,015","2,582.9",15.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-04,2176,6,6.0,14.0,"84,015","2,590.0",16.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-05,2175,0,-1.0,15.0,"84,015","2,588.8",17.9,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-06,2176,1,1.0,17.0,"84,015","2,590.0",20.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-07,2179,2,3.0,17.0,"84,015","2,593.6",20.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-08,2183,3,4.0,17.0,"84,015","2,598.3",20.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-09,2182,4,-1.0,21.0,"84,015","2,597.2",25.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-10,2187,5,5.0,22.0,"84,015","2,603.1",26.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-11,2190,6,3.0,22.0,"84,015","2,606.7",26.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-12,2196,0,6.0,23.0,"84,015","2,613.8",27.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-13,2198,1,2.0,27.0,"84,015","2,616.2",32.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-14,2199,2,1.0,27.0,"84,015","2,617.4",32.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-15,2209,3,10.0,24.0,"84,015","2,629.3",28.6,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-17,2221,5,12.0,34.0,"84,015","2,643.6",40.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-18,2225,6,4.0,35.0,"84,015","2,648.3",41.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-19,2234,0,9.0,37.0,"84,015","2,659.0",44.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-20,2240,1,6.0,41.0,"84,015","2,666.2",48.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-21,2259,2,19.0,46.0,"84,015","2,688.8",54.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-22,2274,3,15.0,49.0,"84,015","2,706.7",58.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-23,2278,4,4.0,58.0,"84,015","2,711.4",69.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-24,2291,5,13.0,62.0,"84,015","2,726.9",73.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-25,2303,6,12.0,65.0,"84,015","2,741.2",77.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-26,2314,0,11.0,75.0,"84,760","2,730.1",88.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-27,2321,1,7.0,85.0,"84,760","2,738.3",100.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-29,2327,3,6.0,97.0,"84,760","2,745.4",114.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-30,2341,4,14.0,104.0,"84,760","2,761.9",122.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-07-31,2382,5,41.0,117.0,"84,760","2,810.3",138.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-02,2395,0,13.0,136.0,"84,760","2,825.6",160.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-03,2405,1,10.0,148.0,"84,760","2,837.4",174.6,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-04,2435,2,30.0,149.0,"84,760","2,872.8",175.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-05,2455,3,20.0,160.0,"84,760","2,896.4",188.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-06,2476,4,21.0,156.0,"84,760","2,921.2",184.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-07,2483,5,7.0,154.0,"84,760","2,929.4",181.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-08,2488,6,5.0,158.0,"84,760","2,935.3",186.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-09,2497,0,9.0,163.0,"84,760","2,946.0",192.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-10,2514,1,17.0,173.0,"84,760","2,966.0",204.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-11,2525,2,11.0,177.0,"84,760","2,979.0",208.8,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-12,2536,3,11.0,193.0,"84,760","2,992.0",227.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-13,2554,4,18.0,191.0,"84,760","3,013.2",225.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-14,2564,5,10.0,186.0,"84,760","3,025.0",219.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-15,2571,6,7.0,186.0,"84,760","3,033.3",219.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-16,2580,0,9.0,180.0,"84,760","3,043.9",212.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-17,2580,1,0.0,180.0,"84,760","3,043.9",212.4,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-19,2635,3,55.0,179.0,"84,760","3,108.8",211.2,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-20,2646,4,11.0,185.0,"84,760","3,121.8",218.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-21,2656,5,10.0,191.0,"84,760","3,133.6",225.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-22,2663,6,7.0,189.0,"84,760","3,141.8",223.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-23,2669,0,6.0,184.0,"84,760","3,148.9",217.1,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-24,2678,1,9.0,172.0,"84,760","3,159.5",202.9,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-25,2684,2,6.0,167.0,"84,760","3,166.6",197.0,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-26,2704,3,20.0,163.0,"84,760","3,190.2",192.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-27,2730,4,26.0,161.0,"84,760","3,220.9",189.9,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-28,2742,5,12.0,165.0,"84,760","3,235.0",194.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-29,2750,6,8.0,164.0,"84,760","3,244.5",193.5,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-30,2820,0,70.0,193.0,"84,760","3,327.0",227.7,San Ramon,Contra Costa,21.0,8.0,13.0
2021-08-31,2830,1,10.0,185.0,"84,760","3,338.8",218.3,San Ramon,Contra Costa,21.0,8.0,13.0
2021-09-01,2836,2,6.0,179.0,"84,760","3,345.9",211.2,San Ramon,Contra Costa,22.0,8.0,14.0
2021-09-02,2846,3,10.0,174.0,"84,760","3,357.7",205.3,San Ramon,Contra Costa,22.0,8.0,14.0
2021-09-03,2870,4,24.0,169.0,"84,760","3,386.0",199.4,San Ramon,Contra Costa,22.0,8.0,14.0
2021-09-04,2881,5,11.0,169.0,"84,760","3,399.0",199.4,San Ramon,Contra Costa,22.0,8.0,14.0
2021-09-05,2888,6,7.0,167.0,"84,760","3,407.3",197.0,San Ramon,Contra Costa,22.0,8.0,14.0
2021-09-06,2894,0,6.0,166.0,"84,760","3,414.3",195.8,San Ramon,Contra Costa,22.0,8.0,14.0
2021-09-07,2904,1,10.0,165.0,"84,760","3,426.1",194.7,San Ramon,Contra Costa,22.0,8.0,14.0
2021-09-08,2910,2,6.0,169.0,"84,760","3,433.2",199.4,San Ramon,Contra Costa,23.0,8.0,15.0
2021-09-09,2927,3,17.0,165.0,"84,760","3,453.3",194.7,San Ramon,Contra Costa,23.0,8.0,15.0
2021-09-10,2942,4,15.0,160.0,"84,760","3,471.0",188.8,San Ramon,Contra Costa,23.0,8.0,15.0
2021-09-12,2953,6,11.0,161.0,"84,760","3,484.0",189.9,San Ramon,Contra Costa,23.0,8.0,15.0
2021-09-13,2964,0,11.0,151.0,"84,760","3,496.9",178.2,San Ramon,Contra Costa,23.0,8.0,15.0
2021-09-14,2969,1,5.0,150.0,"84,760","3,502.8",177.0,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-15,2979,2,10.0,146.0,"84,760","3,514.6",172.3,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-16,2990,3,11.0,143.0,"84,760","3,527.6",168.7,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-17,2997,4,7.0,139.0,"84,760","3,535.9",164.0,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-18,3008,5,11.0,133.0,"84,760","3,548.8",156.9,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-19,3008,6,0.0,133.0,"84,760","3,548.8",156.9,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-20,3019,0,11.0,130.0,"84,760","3,561.8",153.4,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-21,3023,1,4.0,131.0,"84,760","3,566.5",154.6,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-22,3015,2,-8.0,122.0,"84,760","3,557.1",143.9,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-23,3024,3,9.0,125.0,"84,760","3,567.7",147.5,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-24,3032,4,8.0,123.0,"84,760","3,577.2",145.1,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-26,3043,6,11.0,112.0,"84,760","3,590.1",132.1,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-27,3048,0,5.0,110.0,"84,760","3,596.0",129.8,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-28,3052,1,4.0,106.0,"84,760","3,600.8",125.1,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-29,3061,2,9.0,107.0,"84,760","3,611.4",126.2,San Ramon,Contra Costa,25.0,8.0,17.0
2021-09-30,3066,3,5.0,103.0,"84,760","3,617.3",121.5,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-01,3075,4,9.0,101.0,"84,760","3,627.9",119.2,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-02,3078,5,3.0,99.0,"84,760","3,631.4",116.8,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-03,3082,6,4.0,96.0,"84,760","3,636.1",113.3,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-05,3096,1,14.0,84.0,"84,760","3,652.7",99.1,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-06,3102,2,6.0,82.0,"84,760","3,659.7",96.7,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-07,3112,3,10.0,74.0,"84,760","3,671.5",87.3,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-08,3118,4,6.0,72.0,"84,760","3,678.6",84.9,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-10,3123,6,5.0,76.0,"84,760","3,684.5",89.7,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-11,3128,0,5.0,78.0,"84,760","3,690.4",92.0,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-12,3136,1,8.0,76.0,"84,760","3,699.9",89.7,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-13,3143,2,7.0,73.0,"84,760","3,708.1",86.1,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-14,3148,3,5.0,72.0,"84,760","3,714.0",84.9,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-15,3157,4,9.0,72.0,"84,760","3,724.6",84.9,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-16,3163,5,6.0,71.0,"84,760","3,731.7",83.8,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-17,3167,6,4.0,71.0,"84,760","3,736.4",83.8,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-18,3167,0,0.0,71.0,"84,760","3,736.4",83.8,San Ramon,Contra Costa,25.0,8.0,17.0
2021-10-19,3174,1,7.0,73.0,"84,760","3,744.7",86.1,San Ramon,Contra Costa,26.0,8.0,18.0
2021-10-20,3179,2,5.0,69.0,"84,760","3,750.6",81.4,San Ramon,Contra Costa,26.0,8.0,18.0
2021-10-21,3185,3,6.0,74.0,"84,760","3,757.7",87.3,San Ramon,Contra Costa,26.0,8.0,18.0
2021-10-22,3190,4,5.0,75.0,"84,760","3,763.6",88.5,San Ramon,Contra Costa,26.0,8.0,18.0
2021-10-23,3194,5,4.0,75.0,"84,760","3,768.3",88.5,San Ramon,Contra Costa,26.0,8.0,18.0
2021-10-24,3196,6,2.0,72.0,"84,760","3,770.6",84.9,San Ramon,Contra Costa,26.0,8.0,18.0
2021-10-25,3200,0,4.0,72.0,"84,760","3,775.4",84.9,San Ramon,Contra Costa,26.0,8.0,18.0
