Date,Positive Case Count,DOW,New Cases,Cases Last 14 Days,Population,"Cases Per 100,000","Cases Last 14 Days Per 100,000",Location,County,Total Deaths,LTCF Deaths,Non-LTCF Deaths
2020-12-30,182,2,9.0,42.0,,,,Albany,Alameda,,,
2020-12-31,187,3,5.0,44.0,,,,Albany,Alameda,,,
2021-01-01,190,4,3.0,45.0,,,,Albany,Alameda,,,
2021-01-02,193,5,3.0,46.0,,,,Albany,Alameda,,,
2021-01-03,198,6,5.0,49.0,,,,Albany,Alameda,,,
2021-01-04,206,0,8.0,53.0,,,,Albany,Alameda,,,
2021-01-05,214,1,8.0,56.0,,,,Albany,Alameda,,,
2021-01-06,217,2,3.0,57.0,,,,Albany,Alameda,,,
2021-01-07,224,3,7.0,63.0,,,,Albany,Alameda,,,
2021-01-08,225,4,1.0,63.0,,,,Albany,Alameda,,,
2021-01-09,227,5,2.0,61.0,,,,Albany,Alameda,,,
2021-01-10,228,6,1.0,62.0,,,,Albany,Alameda,,,
2021-01-11,236,0,8.0,66.0,,,,Albany,Alameda,,,
2021-01-12,240,1,4.0,67.0,,,,Albany,Alameda,,,
2021-01-13,244,2,4.0,62.0,,,,Albany,Alameda,,,
2021-01-14,249,3,5.0,62.0,,,,Albany,Alameda,,,
2021-01-15,252,4,3.0,62.0,,,,Albany,Alameda,,,
2021-01-16,254,5,2.0,61.0,,,,Albany,Alameda,,,
2021-01-17,256,6,2.0,58.0,,,,Albany,Alameda,,,
2021-01-18,259,0,3.0,53.0,,,,Albany,Alameda,,,
2021-01-19,261,1,2.0,47.0,,,,Albany,Alameda,,,
2021-01-20,264,2,3.0,47.0,,,,Albany,Alameda,,,
2021-01-21,267,3,3.0,43.0,,,,Albany,Alameda,,,
2021-01-22,269,4,2.0,44.0,,,,Albany,Alameda,,,
2021-01-23,269,5,0.0,42.0,,,,Albany,Alameda,,,
2021-01-24,270,6,1.0,42.0,,,,Albany,Alameda,,,
2021-01-25,272,0,2.0,36.0,,,,Albany,Alameda,,,
2021-01-26,274,1,2.0,34.0,,,,Albany,Alameda,,,
2021-01-27,275,2,1.0,31.0,,,,Albany,Alameda,,,
2021-01-28,279,3,4.0,30.0,,,,Albany,Alameda,,,
2021-01-29,280,4,1.0,28.0,,,,Albany,Alameda,,,
2021-01-30,283,5,3.0,29.0,,,,Albany,Alameda,,,
2021-01-31,287,6,4.0,31.0,,,,Albany,Alameda,,,
2021-02-01,288,0,1.0,29.0,,,,Albany,Alameda,,,
2021-02-02,291,1,3.0,30.0,,,,Albany,Alameda,,,
2021-02-03,294,2,3.0,30.0,,,,Albany,Alameda,,,
2021-02-04,298,3,4.0,31.0,,,,Albany,Alameda,,,
2021-02-05,299,4,1.0,30.0,,,,Albany,Alameda,,,
2021-02-06,299,5,0.0,30.0,,,,Albany,Alameda,,,
2021-02-07,300,6,1.0,30.0,,,,Albany,Alameda,,,
2021-02-08,300,0,0.0,28.0,,,,Albany,Alameda,,,
2021-02-09,301,1,1.0,27.0,,,,Albany,Alameda,,,
2021-02-10,303,2,2.0,28.0,,,,Albany,Alameda,,,
2021-02-11,304,3,1.0,25.0,,,,Albany,Alameda,,,
2021-02-12,304,4,0.0,24.0,,,,Albany,Alameda,,,
2021-02-13,305,5,1.0,22.0,,,,Albany,Alameda,,,
2021-02-14,307,6,2.0,20.0,,,,Albany,Alameda,,,
2021-02-15,308,0,1.0,20.0,,,,Albany,Alameda,,,
2021-02-16,308,1,0.0,17.0,,,,Albany,Alameda,,,
2021-02-17,308,2,0.0,14.0,,,,Albany,Alameda,,,
2021-02-18,309,3,1.0,11.0,,,,Albany,Alameda,,,
2021-02-19,310,4,1.0,11.0,,,,Albany,Alameda,,,
2021-02-20,311,5,1.0,12.0,,,,Albany,Alameda,,,
2021-02-21,311,6,0.0,11.0,,,,Albany,Alameda,,,
2021-02-22,313,0,2.0,13.0,,,,Albany,Alameda,,,
2021-02-23,314,1,1.0,13.0,,,,Albany,Alameda,,,
2021-02-24,314,2,0.0,11.0,,,,Albany,Alameda,,,
2021-02-25,314,3,0.0,10.0,,,,Albany,Alameda,,,
2021-02-26,315,4,1.0,11.0,,,,Albany,Alameda,,,
2021-02-27,315,5,0.0,10.0,,,,Albany,Alameda,,,
2021-02-28,315,6,0.0,8.0,,,,Albany,Alameda,,,
2021-03-01,315,0,0.0,7.0,,,,Albany,Alameda,,,
2021-03-02,317,1,2.0,9.0,,,,Albany,Alameda,,,
2021-03-03,317,2,0.0,9.0,,,,Albany,Alameda,,,
2021-03-04,317,3,0.0,8.0,,,,Albany,Alameda,,,
2021-03-05,317,4,0.0,7.0,,,,Albany,Alameda,,,
2021-03-06,317,5,0.0,6.0,,,,Albany,Alameda,,,
2021-03-07,317,6,0.0,6.0,,,,Albany,Alameda,,,
2021-03-08,317,0,0.0,4.0,,,,Albany,Alameda,,,
2021-03-09,318,1,1.0,4.0,,,,Albany,Alameda,,,
2021-03-10,318,2,0.0,4.0,,,,Albany,Alameda,,,
2021-03-11,318,3,0.0,4.0,,,,Albany,Alameda,,,
2021-03-12,318,4,0.0,3.0,,,,Albany,Alameda,,,
2021-03-13,318,5,0.0,3.0,,,,Albany,Alameda,,,
2021-03-14,318,6,0.0,3.0,,,,Albany,Alameda,,,
2021-03-15,320,0,2.0,5.0,,,,Albany,Alameda,,,
2021-03-16,321,1,1.0,4.0,,,,Albany,Alameda,,,
2021-03-17,321,2,0.0,4.0,,,,Albany,Alameda,,,
2021-03-18,321,3,0.0,4.0,,,,Albany,Alameda,,,
2021-03-19,321,4,0.0,4.0,,,,Albany,Alameda,,,
2021-03-20,322,5,1.0,5.0,,,,Albany,Alameda,,,
2021-03-21,322,6,0.0,5.0,,,,Albany,Alameda,,,
2021-03-22,322,0,0.0,5.0,,,,Albany,Alameda,,,
2021-03-23,322,1,0.0,4.0,,,,Albany,Alameda,,,
2021-03-24,322,2,0.0,4.0,,,,Albany,Alameda,,,
2021-03-25,322,3,0.0,4.0,,,,Albany,Alameda,,,
2021-03-26,322,4,0.0,4.0,,,,Albany,Alameda,,,
2021-03-27,323,5,1.0,5.0,,,,Albany,Alameda,,,
2021-03-28,323,6,0.0,5.0,,,,Albany,Alameda,,,
2021-03-29,327,0,4.0,7.0,,,,Albany,Alameda,,,
2021-03-30,328,1,1.0,7.0,,,,Albany,Alameda,,,
2021-03-31,330,2,2.0,9.0,,,,Albany,Alameda,,,
2021-04-01,330,3,0.0,9.0,,,,Albany,Alameda,,,
2021-04-02,330,4,0.0,9.0,,,,Albany,Alameda,,,
2021-04-03,330,5,0.0,8.0,,,,Albany,Alameda,,,
2021-04-04,330,6,0.0,8.0,,,,Albany,Alameda,,,
2021-04-05,332,0,2.0,10.0,,,,Albany,Alameda,,,
2021-04-06,332,1,0.0,10.0,,,,Albany,Alameda,,,
2021-04-07,332,2,0.0,10.0,,,,Albany,Alameda,,,
2021-04-08,332,3,0.0,10.0,,,,Albany,Alameda,,,
2021-04-09,332,4,0.0,10.0,,,,Albany,Alameda,,,
2021-04-10,332,5,0.0,9.0,,,,Albany,Alameda,,,
2021-04-11,332,6,0.0,9.0,,,,Albany,Alameda,,,
2021-04-12,332,0,0.0,5.0,,,,Albany,Alameda,,,
2021-04-13,332,1,0.0,4.0,,,,Albany,Alameda,,,
2021-04-14,332,2,0.0,2.0,,,,Albany,Alameda,,,
2021-04-15,332,3,0.0,2.0,,,,Albany,Alameda,,,
2021-04-16,332,4,0.0,2.0,,,,Albany,Alameda,,,
2021-04-17,332,5,0.0,2.0,,,,Albany,Alameda,,,
2021-04-18,332,6,0.0,2.0,,,,Albany,Alameda,,,
2021-04-19,333,0,1.0,1.0,,,,Albany,Alameda,,,
2021-04-20,334,1,1.0,2.0,,,,Albany,Alameda,,,
2021-04-21,336,2,2.0,4.0,,,,Albany,Alameda,,,
2021-04-22,336,3,0.0,4.0,,,,Albany,Alameda,,,
2021-04-23,336,4,0.0,4.0,,,,Albany,Alameda,,,
2021-04-24,338,5,2.0,6.0,,,,Albany,Alameda,,,
2021-04-25,339,6,1.0,7.0,,,,Albany,Alameda,,,
2021-04-26,339,0,0.0,7.0,,,,Albany,Alameda,,,
2021-04-27,339,1,0.0,7.0,,,,Albany,Alameda,,,
2021-04-28,340,2,1.0,8.0,,,,Albany,Alameda,,,
2021-04-29,340,3,0.0,8.0,,,,Albany,Alameda,,,
2021-04-30,340,4,0.0,8.0,,,,Albany,Alameda,,,
2021-05-01,340,5,0.0,8.0,,,,Albany,Alameda,,,
2021-05-02,340,6,0.0,8.0,,,,Albany,Alameda,,,
2021-05-03,341,0,1.0,8.0,,,,Albany,Alameda,,,
2021-05-04,341,1,0.0,7.0,,,,Albany,Alameda,,,
2021-05-05,341,2,0.0,5.0,,,,Albany,Alameda,,,
2021-05-06,342,3,1.0,6.0,,,,Albany,Alameda,,,
2021-05-07,342,4,0.0,6.0,,,,Albany,Alameda,,,
2021-05-08,342,5,0.0,4.0,,,,Albany,Alameda,,,
2021-05-09,342,6,0.0,3.0,,,,Albany,Alameda,,,
2021-05-10,342,0,0.0,3.0,,,,Albany,Alameda,,,
2021-05-11,342,1,0.0,3.0,,,,Albany,Alameda,,,
2021-05-12,342,2,0.0,2.0,,,,Albany,Alameda,,,
2021-05-13,343,3,1.0,3.0,,,,Albany,Alameda,,,
2021-05-14,343,4,0.0,3.0,,,,Albany,Alameda,,,
2021-05-15,343,5,0.0,3.0,,,,Albany,Alameda,,,
2021-05-16,343,6,0.0,3.0,,,,Albany,Alameda,,,
2021-05-17,343,0,0.0,2.0,,,,Albany,Alameda,,,
2021-05-18,343,1,0.0,2.0,,,,Albany,Alameda,,,
2021-05-19,343,2,0.0,2.0,,,,Albany,Alameda,,,
2021-05-20,343,3,0.0,1.0,,,,Albany,Alameda,,,
2021-05-21,343,4,0.0,1.0,,,,Albany,Alameda,,,
2021-05-22,343,5,0.0,1.0,,,,Albany,Alameda,,,
2021-05-23,344,6,1.0,2.0,,,,Albany,Alameda,,,
2021-05-24,344,0,0.0,2.0,,,,Albany,Alameda,,,
2021-05-25,344,1,0.0,2.0,,,,Albany,Alameda,,,
2021-05-26,344,2,0.0,2.0,,,,Albany,Alameda,,,
2021-05-27,344,3,0.0,1.0,,,,Albany,Alameda,,,
2021-05-28,344,4,0.0,1.0,,,,Albany,Alameda,,,
2021-05-29,344,5,0.0,1.0,,,,Albany,Alameda,,,
2021-05-30,344,6,0.0,1.0,,,,Albany,Alameda,,,
2021-05-31,344,0,0.0,1.0,,,,Albany,Alameda,,,
2021-06-01,345,1,1.0,2.0,,,,Albany,Alameda,,,
2021-06-02,347,2,2.0,4.0,,,,Albany,Alameda,,,
2021-06-03,347,3,0.0,4.0,,,,Albany,Alameda,,,
2021-06-04,347,4,0.0,4.0,,,,Albany,Alameda,,,
2021-06-05,347,5,0.0,4.0,,,,Albany,Alameda,,,
2021-06-06,347,6,0.0,3.0,,,,Albany,Alameda,,,
2021-06-07,348,0,1.0,4.0,,,,Albany,Alameda,,,
2021-06-08,348,1,0.0,4.0,,,,Albany,Alameda,,,
2021-06-09,348,2,0.0,4.0,,,,Albany,Alameda,,,
2021-06-10,348,3,0.0,4.0,,,,Albany,Alameda,,,
2021-06-11,349,4,1.0,5.0,,,,Albany,Alameda,,,
2021-06-12,350,5,1.0,6.0,,,,Albany,Alameda,,,
2021-06-13,350,6,0.0,6.0,,,,Albany,Alameda,,,
2021-06-14,350,0,0.0,6.0,,,,Albany,Alameda,,,
2021-06-15,350,1,0.0,5.0,,,,Albany,Alameda,,,
2021-06-16,350,2,0.0,3.0,,,,Albany,Alameda,,,
2021-06-17,350,3,0.0,3.0,,,,Albany,Alameda,,,
2021-06-18,350,4,0.0,3.0,,,,Albany,Alameda,,,
2021-06-19,350,5,0.0,3.0,,,,Albany,Alameda,,,
2021-06-20,350,6,0.0,3.0,,,,Albany,Alameda,,,
2021-06-21,350,0,0.0,2.0,,,,Albany,Alameda,,,
2021-06-22,350,1,0.0,2.0,,,,Albany,Alameda,,,
2021-06-23,350,2,0.0,2.0,,,,Albany,Alameda,,,
2021-06-24,350,3,0.0,2.0,,,,Albany,Alameda,,,
2021-06-25,350,4,0.0,1.0,,,,Albany,Alameda,,,
2021-06-26,350,5,0.0,0.0,,,,Albany,Alameda,,,
2021-06-27,351,6,1.0,1.0,,,,Albany,Alameda,,,
2021-06-28,351,0,0.0,1.0,,,,Albany,Alameda,,,
2021-06-29,351,1,0.0,1.0,,,,Albany,Alameda,,,
2021-06-30,351,2,0.0,1.0,,,,Albany,Alameda,,,
2021-07-01,351,3,0.0,1.0,,,,Albany,Alameda,,,
2021-07-02,351,4,0.0,1.0,,,,Albany,Alameda,,,
2021-07-03,351,5,0.0,1.0,,,,Albany,Alameda,,,
2021-07-04,352,6,1.0,2.0,,,,Albany,Alameda,,,
2021-07-05,353,0,1.0,3.0,,,,Albany,Alameda,,,
2021-07-06,354,1,1.0,4.0,,,,Albany,Alameda,,,
2021-07-07,357,2,3.0,7.0,,,,Albany,Alameda,,,
2021-07-08,361,3,4.0,11.0,,,,Albany,Alameda,,,
2021-07-09,361,4,0.0,11.0,,,,Albany,Alameda,,,
2021-07-10,361,5,0.0,11.0,,,,Albany,Alameda,,,
2021-07-11,361,6,0.0,10.0,,,,Albany,Alameda,,,
2021-07-12,361,0,0.0,10.0,,,,Albany,Alameda,,,
2021-07-13,364,1,3.0,13.0,,,,Albany,Alameda,,,
2021-07-14,364,2,0.0,13.0,,,,Albany,Alameda,,,
2021-07-15,366,3,2.0,15.0,,,,Albany,Alameda,,,
2021-07-16,366,4,0.0,15.0,,,,Albany,Alameda,,,
2021-07-17,366,5,0.0,15.0,,,,Albany,Alameda,,,
2021-07-18,369,6,3.0,17.0,,,,Albany,Alameda,,,
2021-07-19,373,0,4.0,20.0,,,,Albany,Alameda,,,
2021-07-20,374,1,1.0,20.0,,,,Albany,Alameda,,,
2021-07-21,374,2,0.0,17.0,,,,Albany,Alameda,,,
2021-07-22,375,3,1.0,14.0,,,,Albany,Alameda,,,
2021-07-23,378,4,3.0,17.0,,,,Albany,Alameda,,,
2021-07-24,380,5,2.0,19.0,,,,Albany,Alameda,,,
2021-07-25,382,6,2.0,21.0,,,,Albany,Alameda,,,
2021-07-26,384,0,2.0,23.0,,,,Albany,Alameda,,,
2021-07-27,385,1,1.0,21.0,,,,Albany,Alameda,,,
2021-07-28,388,2,3.0,24.0,,,,Albany,Alameda,,,
2021-07-29,388,3,0.0,22.0,,,,Albany,Alameda,,,
2021-07-30,391,4,3.0,25.0,,,,Albany,Alameda,,,
2021-07-31,392,5,1.0,26.0,,,,Albany,Alameda,,,
2021-08-01,393,6,1.0,24.0,,,,Albany,Alameda,,,
2021-08-02,399,0,6.0,26.0,,,,Albany,Alameda,,,
2021-08-03,402,1,3.0,28.0,,,,Albany,Alameda,,,
2021-08-04,403,2,1.0,29.0,,,,Albany,Alameda,,,
2021-08-05,405,3,2.0,30.0,,,,Albany,Alameda,,,
2021-08-06,408,4,3.0,30.0,,,,Albany,Alameda,,,
2021-08-07,409,5,1.0,29.0,,,,Albany,Alameda,,,
2021-08-08,411,6,2.0,29.0,,,,Albany,Alameda,,,
2021-08-09,416,0,5.0,32.0,,,,Albany,Alameda,,,
2021-08-10,416,1,0.0,31.0,,,,Albany,Alameda,,,
2021-08-11,418,2,2.0,30.0,,,,Albany,Alameda,,,
2021-08-12,419,3,1.0,31.0,,,,Albany,Alameda,,,
2021-08-13,420,4,1.0,29.0,,,,Albany,Alameda,,,
2021-08-14,423,5,3.0,31.0,,,,Albany,Alameda,,,
2021-08-15,424,6,1.0,31.0,,,,Albany,Alameda,,,
2021-08-16,427,0,3.0,28.0,,,,Albany,Alameda,,,
2021-08-17,430,1,3.0,28.0,,,,Albany,Alameda,,,
2021-08-18,434,2,4.0,31.0,,,,Albany,Alameda,,,
2021-08-19,437,3,3.0,32.0,,,,Albany,Alameda,,,
2021-08-20,439,4,2.0,31.0,,,,Albany,Alameda,,,
2021-08-21,441,5,2.0,32.0,,,,Albany,Alameda,,,
2021-08-22,442,6,1.0,31.0,,,,Albany,Alameda,,,
2021-08-23,442,0,0.0,26.0,,,,Albany,Alameda,,,
2021-08-24,445,1,3.0,29.0,,,,Albany,Alameda,,,
2021-08-25,448,2,3.0,30.0,,,,Albany,Alameda,,,
2021-08-26,452,3,4.0,33.0,,,,Albany,Alameda,,,
2021-08-27,454,4,2.0,34.0,,,,Albany,Alameda,,,
2021-08-28,455,5,1.0,32.0,,,,Albany,Alameda,,,
2021-08-29,457,6,2.0,33.0,,,,Albany,Alameda,,,
2021-08-30,460,0,3.0,33.0,,,,Albany,Alameda,,,
2021-08-31,461,1,1.0,31.0,,,,Albany,Alameda,,,
2021-09-01,465,2,4.0,31.0,,,,Albany,Alameda,,,
2021-09-02,469,3,4.0,32.0,,,,Albany,Alameda,,,
2021-09-03,469,4,0.0,30.0,,,,Albany,Alameda,,,
2021-09-04,470,5,1.0,29.0,,,,Albany,Alameda,,,
2021-09-05,470,6,0.0,28.0,,,,Albany,Alameda,,,
2021-09-06,471,0,1.0,29.0,,,,Albany,Alameda,,,
2021-09-07,475,1,4.0,30.0,,,,Albany,Alameda,,,
2021-09-08,478,2,3.0,30.0,,,,Albany,Alameda,,,
2021-09-09,478,3,0.0,26.0,,,,Albany,Alameda,,,
2021-09-10,479,4,1.0,25.0,,,,Albany,Alameda,,,
2021-09-11,480,5,1.0,25.0,,,,Albany,Alameda,,,
2021-09-12,481,6,1.0,24.0,,,,Albany,Alameda,,,
2021-09-13,481,0,0.0,21.0,,,,Albany,Alameda,,,
2021-09-14,481,1,0.0,20.0,,,,Albany,Alameda,,,
2021-09-15,481,2,0.0,16.0,,,,Albany,Alameda,,,
2021-09-16,481,3,0.0,12.0,,,,Albany,Alameda,,,
2021-09-17,481,4,0.0,12.0,,,,Albany,Alameda,,,
2021-09-18,482,5,1.0,12.0,,,,Albany,Alameda,,,
2021-09-19,482,6,0.0,12.0,,,,Albany,Alameda,,,
2021-09-20,482,0,0.0,11.0,,,,Albany,Alameda,,,
2021-09-21,483,1,1.0,8.0,,,,Albany,Alameda,,,
2021-09-22,484,2,1.0,6.0,,,,Albany,Alameda,,,
2021-09-23,486,3,2.0,8.0,,,,Albany,Alameda,,,
2021-09-24,487,4,1.0,8.0,,,,Albany,Alameda,,,
2021-09-25,487,5,0.0,7.0,,,,Albany,Alameda,,,
2021-09-26,487,6,0.0,6.0,,,,Albany,Alameda,,,
2021-09-27,487,0,0.0,6.0,,,,Albany,Alameda,,,
2021-09-28,488,1,1.0,7.0,,,,Albany,Alameda,,,
2021-09-29,489,2,1.0,8.0,,,,Albany,Alameda,,,
2021-09-30,489,3,0.0,8.0,,,,Albany,Alameda,,,
2021-10-01,490,4,1.0,9.0,,,,Albany,Alameda,,,
2021-10-02,490,5,0.0,8.0,,,,Albany,Alameda,,,
2021-10-03,490,6,0.0,8.0,,,,Albany,Alameda,,,
2021-10-04,491,0,1.0,9.0,,,,Albany,Alameda,,,
2021-10-05,491,1,0.0,8.0,,,,Albany,Alameda,,,
2021-10-06,492,2,1.0,8.0,,,,Albany,Alameda,,,
2021-10-07,492,3,0.0,6.0,,,,Albany,Alameda,,,
2021-10-08,492,4,0.0,5.0,,,,Albany,Alameda,,,
2021-10-09,492,5,0.0,5.0,,,,Albany,Alameda,,,
2021-10-10,492,6,0.0,5.0,,,,Albany,Alameda,,,
2021-10-11,493,0,1.0,6.0,,,,Albany,Alameda,,,
2021-10-12,495,1,2.0,7.0,,,,Albany,Alameda,,,
2021-10-13,497,2,2.0,8.0,,,,Albany,Alameda,,,
2021-10-14,497,3,0.0,8.0,,,,Albany,Alameda,,,
2021-10-15,498,4,1.0,8.0,,,,Albany,Alameda,,,
2021-10-16,499,5,1.0,9.0,,,,Albany,Alameda,,,
2021-10-17,500,6,1.0,10.0,,,,Albany,Alameda,,,
2021-10-18,503,0,3.0,12.0,,,,Albany,Alameda,,,
2021-10-19,503,1,0.0,12.0,,,,Albany,Alameda,,,
2021-10-20,503,2,0.0,11.0,,,,Albany,Alameda,,,
2021-10-21,504,3,1.0,12.0,,,,Albany,Alameda,,,
2021-10-22,504,4,0.0,12.0,,,,Albany,Alameda,,,
2021-10-23,504,5,0.0,12.0,,,,Albany,Alameda,,,
2021-10-24,505,6,1.0,13.0,,,,Albany,Alameda,,,
2021-10-25,505,0,0.0,12.0,,,,Albany,Alameda,,,
2021-10-26,505,1,0.0,10.0,,,,Albany,Alameda,,,
2021-10-27,505,2,0.0,8.0,,,,Albany,Alameda,,,
2021-10-28,505,3,0.0,8.0,,,,Albany,Alameda,,,
2021-10-29,505,4,0.0,7.0,,,,Albany,Alameda,,,
2021-10-30,505,5,0.0,6.0,,,,Albany,Alameda,,,
2021-10-31,505,6,0.0,5.0,,,,Albany,Alameda,,,
2021-11-01,506,0,1.0,3.0,,,,Albany,Alameda,,,
2021-11-02,507,1,1.0,4.0,,,,Albany,Alameda,,,
2021-11-03,508,2,1.0,5.0,,,,Albany,Alameda,,,
2021-11-04,510,3,2.0,6.0,,,,Albany,Alameda,,,
2021-11-05,511,4,1.0,7.0,,,,Albany,Alameda,,,
2021-11-06,512,5,1.0,8.0,,,,Albany,Alameda,,,
2021-11-07,512,6,0.0,7.0,,,,Albany,Alameda,,,
2021-11-08,514,0,2.0,9.0,,,,Albany,Alameda,,,
2021-11-09,515,1,1.0,10.0,,,,Albany,Alameda,,,
2021-11-10,516,2,1.0,11.0,,,,Albany,Alameda,,,
2021-11-11,517,3,1.0,12.0,,,,Albany,Alameda,,,
2021-11-12,518,4,1.0,13.0,,,,Albany,Alameda,,,
2021-11-13,520,5,2.0,15.0,,,,Albany,Alameda,,,
2021-11-14,521,6,1.0,16.0,,,,Albany,Alameda,,,
2021-11-15,522,0,1.0,16.0,,,,Albany,Alameda,,,
2021-11-16,522,1,0.0,15.0,,,,Albany,Alameda,,,
2021-11-17,526,2,4.0,18.0,,,,Albany,Alameda,,,
2021-11-18,530,3,4.0,20.0,,,,Albany,Alameda,,,
2021-11-19,530,4,0.0,19.0,,,,Albany,Alameda,,,
2021-11-20,531,5,1.0,19.0,,,,Albany,Alameda,,,
2021-11-21,532,6,1.0,20.0,,,,Albany,Alameda,,,
2021-11-22,532,0,0.0,18.0,,,,Albany,Alameda,,,
2021-11-23,534,1,2.0,19.0,,,,Albany,Alameda,,,
2021-11-24,534,2,0.0,18.0,,,,Albany,Alameda,,,
2021-11-25,534,3,0.0,17.0,,,,Albany,Alameda,,,
2021-11-26,535,4,1.0,17.0,,,,Albany,Alameda,,,
2021-11-27,535,5,0.0,15.0,,,,Albany,Alameda,,,
2021-11-28,535,6,0.0,14.0,,,,Albany,Alameda,,,
2021-11-29,535,0,0.0,13.0,,,,Albany,Alameda,,,
2021-11-30,537,1,2.0,15.0,,,,Albany,Alameda,,,
2021-12-01,538,2,1.0,12.0,,,,Albany,Alameda,,,
2021-12-02,538,3,0.0,8.0,,,,Albany,Alameda,,,
2021-12-03,543,4,5.0,13.0,,,,Albany,Alameda,,,
2021-12-04,543,5,0.0,12.0,,,,Albany,Alameda,,,
2021-12-05,545,6,2.0,13.0,,,,Albany,Alameda,,,
2021-12-06,546,0,1.0,14.0,,,,Albany,Alameda,,,
2021-12-07,549,1,3.0,15.0,,,,Albany,Alameda,,,
2021-12-08,550,2,1.0,16.0,,,,Albany,Alameda,,,
2021-12-09,553,3,3.0,19.0,,,,Albany,Alameda,,,
2021-12-10,554,4,1.0,19.0,,,,Albany,Alameda,,,
2021-12-11,554,5,0.0,19.0,,,,Albany,Alameda,,,
2021-12-12,558,6,4.0,23.0,,,,Albany,Alameda,,,
2021-12-13,560,0,2.0,25.0,,,,Albany,Alameda,,,
2021-12-14,561,1,1.0,24.0,,,,Albany,Alameda,,,
2021-12-15,561,2,0.0,23.0,,,,Albany,Alameda,,,
2021-12-16,567,3,6.0,29.0,,,,Albany,Alameda,,,
2021-12-17,575,4,8.0,32.0,,,,Albany,Alameda,,,
2021-12-18,578,5,3.0,35.0,,,,Albany,Alameda,,,
2021-12-19,587,6,9.0,42.0,,,,Albany,Alameda,,,
2021-12-20,593,0,6.0,47.0,,,,Albany,Alameda,,,
2021-12-21,604,1,11.0,55.0,,,,Albany,Alameda,,,
2021-12-22,610,2,6.0,60.0,,,,Albany,Alameda,,,
2021-12-23,621,3,11.0,68.0,,,,Albany,Alameda,,,
2021-12-24,626,4,5.0,72.0,,,,Albany,Alameda,,,
2021-12-25,633,5,7.0,79.0,,,,Albany,Alameda,,,
2021-12-26,640,6,7.0,82.0,,,,Albany,Alameda,,,
2021-12-27,659,0,19.0,99.0,,,,Albany,Alameda,,,
2021-12-28,676,1,17.0,115.0,,,,Albany,Alameda,,,
2021-12-29,707,2,31.0,146.0,,,,Albany,Alameda,,,
2021-12-30,736,3,29.0,169.0,,,,Albany,Alameda,,,
2021-12-31,744,4,8.0,169.0,,,,Albany,Alameda,,,
2022-01-01,749,5,5.0,171.0,,,,Albany,Alameda,,,
2022-01-02,768,6,19.0,181.0,,,,Albany,Alameda,,,
2022-01-03,804,0,36.0,211.0,,,,Albany,Alameda,,,
2022-01-04,860,1,56.0,256.0,,,,Albany,Alameda,,,
2022-01-05,901,2,41.0,291.0,,,,Albany,Alameda,,,
2022-01-06,926,3,25.0,305.0,,,,Albany,Alameda,,,
2022-01-07,967,4,41.0,341.0,,,,Albany,Alameda,,,
2022-01-08,981,5,14.0,348.0,,,,Albany,Alameda,,,
2022-01-09,996,6,15.0,356.0,,,,Albany,Alameda,,,
2022-01-10,1035,0,39.0,376.0,,,,Albany,Alameda,,,
2022-01-11,1061,1,26.0,385.0,,,,Albany,Alameda,,,
2022-01-12,1084,2,23.0,377.0,,,,Albany,Alameda,,,
2022-01-13,1109,3,25.0,373.0,,,,Albany,Alameda,,,
2022-01-14,1123,4,14.0,379.0,,,,Albany,Alameda,,,
2022-01-15,1138,5,15.0,389.0,,,,Albany,Alameda,,,
2022-01-16,1146,6,8.0,378.0,,,,Albany,Alameda,,,
2022-01-17,1159,0,13.0,355.0,,,,Albany,Alameda,,,
2022-01-18,1193,1,34.0,333.0,,,,Albany,Alameda,,,
2022-01-19,1211,2,18.0,310.0,,,,Albany,Alameda,,,
2022-01-20,1225,3,14.0,299.0,,,,Albany,Alameda,,,
2022-01-21,1246,4,21.0,279.0,,,,Albany,Alameda,,,
2022-01-22,1258,5,12.0,277.0,,,,Albany,Alameda,,,
2022-01-23,1272,6,14.0,276.0,,,,Albany,Alameda,,,
2022-01-24,1288,0,16.0,253.0,,,,Albany,Alameda,,,
2022-01-25,1302,1,14.0,241.0,,,,Albany,Alameda,,,
2022-01-26,1310,2,8.0,226.0,,,,Albany,Alameda,,,
2022-01-27,1320,3,10.0,211.0,,,,Albany,Alameda,,,
2022-01-28,1329,4,9.0,206.0,,,,Albany,Alameda,,,
2022-01-29,1339,5,10.0,201.0,,,,Albany,Alameda,,,
2022-01-30,1348,6,9.0,202.0,,,,Albany,Alameda,,,
2022-01-31,1356,0,8.0,197.0,,,,Albany,Alameda,,,
2022-02-01,1369,1,13.0,176.0,,,,Albany,Alameda,,,
2022-02-02,1377,2,8.0,166.0,,,,Albany,Alameda,,,
2022-02-03,1381,3,4.0,156.0,,,,Albany,Alameda,,,
2022-02-04,1381,4,0.0,135.0,,,,Albany,Alameda,,,
2022-02-05,1381,5,0.0,123.0,,,,Albany,Alameda,,,
2022-02-06,1385,6,4.0,113.0,,,,Albany,Alameda,,,
2022-02-07,1391,0,6.0,103.0,,,,Albany,Alameda,,,
2022-02-08,1398,1,7.0,96.0,,,,Albany,Alameda,,,
2022-02-09,1401,2,3.0,91.0,,,,Albany,Alameda,,,
2022-02-10,1406,3,5.0,86.0,,,,Albany,Alameda,,,
